Original,Tokenized
Apsolutni dobitnik svake godine,Apsolutniomega_tsdobitnikomega_tssvakeomega_tsgodineomega_ts
"Prvi dan godišnjeg započinjem putovanjem, ne prema moru kao većina, nego prema unutrašnjosti, prema najdražem Varaždinu.","Prviomega_tsdanomega_tsgodišnjegomega_tszapočinjemomega_tsputovanjemomega_ts,omega_tsneomega_tspremaomega_tsmoruomega_tskaoomega_tsvećinaomega_ts,omega_tsnegoomega_tspremaomega_tsunutrašnjostiomega_ts,omega_tspremaomega_tsnajdražemomega_tsVaraždinuomega_ts.omega_ts"
😊,😊omega_ts
Zar stvarno nemamo pametnijeg posla nego organizirati slavlje na Trgu povodom Ciboninog osvajanja naslova prvaka jedne beznačajne lige???,Zaromega_tsstvarnoomega_tsnemamoomega_tspametnijegomega_tsposlaomega_tsnegoomega_tsorganiziratiomega_tsslavljeomega_tsnaomega_tsTrguomega_tspovodomomega_tsCiboninogomega_tsosvajanjaomega_tsnaslovaomega_tsprvakaomega_tsjedneomega_tsbeznačajneomega_tsligeomega_ts???omega_ts
Pola ure kulture proslo bez spomena komunista.,Polaomega_tsureomega_tskultureomega_tsprosloomega_tsbezomega_tsspomenaomega_tskomunistaomega_ts.omega_ts
Prvi put u ovoj sezoni.,Prviomega_tsputomega_tsuomega_tsovojomega_tssezoniomega_ts.omega_ts
No: osvjetljenje u toj emisiji.,Noomega_ts:omega_tsosvjetljenjeomega_tsuomega_tstojomega_tsemisijiomega_ts.omega_ts
Katastrofalno!,Katastrofalnoomega_ts!omega_ts
"EK kontra HDZ-a i HUP-a: Hr porezi ne narušavaju rast, a potrebna još jača naplata poreza.","EKomega_tskontraomega_tsHDZ-aomega_tsiomega_tsHUP-aomega_ts:omega_tsHromega_tsporeziomega_tsneomega_tsnarušavajuomega_tsrastomega_ts,omega_tsaomega_tspotrebnaomega_tsjošomega_tsjačaomega_tsnaplataomega_tsporezaomega_ts.omega_ts"
#EDP #politikahr,#EDPomega_ts#politikahromega_ts
"Ovo što Europa zabranjuje jake usisivače, jel se to odnosi i na pušenje kurca?","Ovoomega_tsštoomega_tsEuropaomega_tszabranjujeomega_tsjakeomega_tsusisivačeomega_ts,omega_tsjelomega_tsseomega_tstoomega_tsodnosiomega_tsiomega_tsnaomega_tspušenjeomega_tskurcaomega_ts?omega_ts"
Ne smiješ sisati jače od 1600 vati?,Neomega_tssmiješomega_tssisatiomega_tsjačeomega_tsodomega_ts1600omega_tsvatiomega_ts?omega_ts
Nezaustavljivi @MarioMandzukic9 zabio je već u drugoj minuti uzvrata španjolskog Superkupa protiv Real Madrida!,Nezaustavljiviomega_ts@MarioMandzukic9omega_tszabioomega_tsjeomega_tsvećomega_tsuomega_tsdrugojomega_tsminutiomega_tsuzvrataomega_tsšpanjolskogomega_tsSuperkupaomega_tsprotivomega_tsRealomega_tsMadridaomega_ts!omega_ts
#BudiPonosan,#BudiPonosanomega_ts
Prvo sučeljavanje u životu odrađeno!,Prvoomega_tssučeljavanjeomega_tsuomega_tsživotuomega_tsodrađenoomega_ts!omega_ts
Mali je to korak za mene veliki za čovječanstvo!,Maliomega_tsjeomega_tstoomega_tskorakomega_tszaomega_tsmeneomega_tsvelikiomega_tszaomega_tsčovječanstvoomega_ts!omega_ts
Hahahahahahah,Hahahahahahahomega_ts
"Naš tjedni pregled događaja u #EP-u: Pristupanje Hrvatske #EU, proračun, #Prism i odabir @EUombudsman http://t.co/Vun4Tk93dY #CroatiaEU","Našomega_tstjedniomega_tspregledomega_tsdogađajaomega_tsuomega_ts#EP-uomega_ts:omega_tsPristupanjeomega_tsHrvatskeomega_ts#EUomega_ts,omega_tsproračunomega_ts,omega_ts#Prismomega_tsiomega_tsodabiromega_ts@EUombudsmanomega_tshttp://t.co/Vun4Tk93dYomega_ts#CroatiaEUomega_ts"
"Ima nešto u tome kad dođeš s posla u 3 ujutro mrtva, uvlačiš se u krevet, a on u snu širi ruke da uđeš...","Imaomega_tsneštoomega_tsuomega_tstomeomega_tskadomega_tsdođešomega_tssomega_tsposlaomega_tsuomega_ts3omega_tsujutroomega_tsmrtvaomega_ts,omega_tsuvlačišomega_tsseomega_tsuomega_tskrevetomega_ts,omega_tsaomega_tsonomega_tsuomega_tssnuomega_tsširiomega_tsrukeomega_tsdaomega_tsuđešomega_ts...omega_ts"
#feellikemakinglove,#feellikemakingloveomega_ts
O odnosima s javnoscu i drustvenim mrezama pricao sam u intervjuu za Novi Radio Zadar koji ce se emitirati u petak u 13:30.,Oomega_tsodnosimaomega_tssomega_tsjavnoscuomega_tsiomega_tsdrustvenimomega_tsmrezamaomega_tspricaoomega_tssamomega_tsuomega_tsintervjuuomega_tszaomega_tsNoviomega_tsRadioomega_tsZadaromega_tskojiomega_tsceomega_tsseomega_tsemitiratiomega_tsuomega_tspetakomega_tsuomega_ts13:30omega_ts.omega_ts
:),:)omega_ts
Veće plaće za milijun zaposlenih - #DnevnikNoveTV donosi izračun koliko će plaće rasti nakon porezne reforme.,Većeomega_tsplaćeomega_tszaomega_tsmilijunomega_tszaposlenihomega_ts-omega_ts#DnevnikNoveTVomega_tsdonosiomega_tsizračunomega_tskolikoomega_tsćeomega_tsplaćeomega_tsrastiomega_tsnakonomega_tsporezneomega_tsreformeomega_ts.omega_ts
Ovog petka ponovno u Jabuci.,Ovogomega_tspetkaomega_tsponovnoomega_tsuomega_tsJabuciomega_ts.omega_ts
"Dvoje DJa ko Jack i Meg, u sretnijim danima.","Dvojeomega_tsDJaomega_tskoomega_tsJackomega_tsiomega_tsMegomega_ts,omega_tsuomega_tssretnijimomega_tsdanimaomega_ts.omega_ts"
#yemodjabuke #djpuska #djbilingualillierate,#yemodjabukeomega_ts#djpuskaomega_ts#djbilingualillierateomega_ts
"@Onassis_de_la @ce60 Pa recimo da se radi o nekim principima, da :D.","@Onassis_de_laomega_ts@ce60omega_tsPaomega_tsrecimoomega_tsdaomega_tsseomega_tsradiomega_tsoomega_tsnekimomega_tsprincipimaomega_ts,omega_tsdaomega_ts:Domega_ts.omega_ts"
Iz istog razloga nemam ni 4sq iako mu neki nalaze 1000 prednosti.,Izomega_tsistogomega_tsrazlogaomega_tsnemamomega_tsniomega_ts4omega_tssqomega_tsiakoomega_tsmuomega_tsnekiomega_tsnalazeomega_ts1000omega_tsprednostiomega_ts.omega_ts
Dugo ju nije čitao.,Dugoomega_tsjuomega_tsnijeomega_tsčitaoomega_ts.omega_ts
Dugo ju nije slušao.,Dugoomega_tsjuomega_tsnijeomega_tsslušaoomega_ts.omega_ts
Dugo joj nije pričao.,Dugoomega_tsjojomega_tsnijeomega_tspričaoomega_ts.omega_ts
Dugo ju nije osjećao.,Dugoomega_tsjuomega_tsnijeomega_tsosjećaoomega_ts.omega_ts
Dugo.,Dugoomega_ts.omega_ts
Predugo.,Predugoomega_ts.omega_ts
Ni ona njega.,Niomega_tsonaomega_tsnjegaomega_ts.omega_ts
"Hrvatska suspendirana sa Svjetskog prvenstva, hrvatske pivovare tuže Šimunića http://t.co/o72RfkQPj9 via @news_bar","Hrvatskaomega_tssuspendiranaomega_tssaomega_tsSvjetskogomega_tsprvenstvaomega_ts,omega_tshrvatskeomega_tspivovareomega_tstužeomega_tsŠimunićaomega_tshttp://t.co/o72RfkQPj9omega_tsviaomega_ts@news_baromega_ts"
Birajte cure sa šiškama.,Birajteomega_tscureomega_tssaomega_tsšiškamaomega_ts.omega_ts
Šiške zahtijevaju strpljenje.,Šiškeomega_tszahtijevajuomega_tsstrpljenjeomega_ts.omega_ts
Ono isto strpljenje koje je potrebno curi da se nosi s vašim sranjima.,Onoomega_tsistoomega_tsstrpljenjeomega_tskojeomega_tsjeomega_tspotrebnoomega_tscuriomega_tsdaomega_tsseomega_tsnosiomega_tssomega_tsvašimomega_tssranjimaomega_ts.omega_ts
Utorak back to ZG.,Utorakomega_tsbackomega_tstoomega_tsZGomega_ts.omega_ts
Kolovoz u ZG?,Kolovozomega_tsuomega_tsZGomega_ts?omega_ts
Jebeno.,Jebenoomega_ts.omega_ts
"Svugdi parkinga, nigdi bedaka.","Svugdiomega_tsparkingaomega_ts,omega_tsnigdiomega_tsbedakaomega_ts.omega_ts"
Melankolična opuštenost na 38 stupnjeva Celzijevih.,Melankoličnaomega_tsopuštenostomega_tsnaomega_ts38omega_tsstupnjevaomega_tsCelzijevihomega_ts.omega_ts
@eMedjimurje Pa prvo je Međimurje došlo u studio HTVa a sad ja tek idem tamo:),@eMedjimurjeomega_tsPaomega_tsprvoomega_tsjeomega_tsMeđimurjeomega_tsdošloomega_tsuomega_tsstudioomega_tsHTVaomega_tsaomega_tssadomega_tsjaomega_tstekomega_tsidemomega_tstamoomega_ts:)omega_ts
Spora je to institucija!,Sporaomega_tsjeomega_tstoomega_tsinstitucijaomega_ts!omega_ts
Život nema kočnice.,Životomega_tsnemaomega_tskočniceomega_ts.omega_ts
To je jurnjava dok se ne zabijete u zid.,Toomega_tsjeomega_tsjurnjavaomega_tsdokomega_tsseomega_tsneomega_tszabijeteomega_tsuomega_tszidomega_ts.omega_ts
Potrudite se projuriti pored najljepših pejzaža.,Potruditeomega_tsseomega_tsprojuritiomega_tsporedomega_tsnajljepšihomega_tspejzažaomega_ts.omega_ts
Drugo izdanje Webiz konferencije od 20. do 23. marta u Zrenjaninu http://t.co/Kyqkd7duI9 #trecasmjena,Drugoomega_tsizdanjeomega_tsWebizomega_tskonferencijeomega_tsodomega_ts20.omega_tsdoomega_ts23.omega_tsmartaomega_tsuomega_tsZrenjaninuomega_tshttp://t.co/Kyqkd7duI9omega_ts#trecasmjenaomega_ts
"Svojstvo, ovisnik sam o učenju svaki dan, je oduvijek glavni preduvijet za svakog budućeg poduzetnika, a danas je to doseglo vrh.","Svojstvoomega_ts,omega_tsovisnikomega_tssamomega_tsoomega_tsučenjuomega_tssvakiomega_tsdanomega_ts,omega_tsjeomega_tsoduvijekomega_tsglavniomega_tspreduvijetomega_tszaomega_tssvakogomega_tsbudućegomega_tspoduzetnikaomega_ts,omega_tsaomega_tsdanasomega_tsjeomega_tstoomega_tsdosegloomega_tsvrhomega_ts.omega_ts"
"Izvještaj ""The Climate Change Performance Index 2015""(Germanwatch i Climate Action Network Europe): Poljska na 40.mjestu-za 5 više nego lani","Izvještajomega_ts""omega_tsTheomega_tsClimateomega_tsChangeomega_tsPerformanceomega_tsIndexomega_ts2015omega_ts""omega_ts(omega_tsGermanwatchomega_tsiomega_tsClimateomega_tsActionomega_tsNetworkomega_tsEuropeomega_ts)omega_ts:omega_tsPoljskaomega_tsnaomega_ts40.omega_tsmjestuomega_ts-omega_tszaomega_ts5omega_tsvišeomega_tsnegoomega_tslaniomega_ts"
Počupala sam gelirane nokte jer sam se naživcirala a nije bilo u blizini vrata da ih dramatično zalupim.,Počupalaomega_tssamomega_tsgeliraneomega_tsnokteomega_tsjeromega_tssamomega_tsseomega_tsnaživciralaomega_tsaomega_tsnijeomega_tsbiloomega_tsuomega_tsbliziniomega_tsvrataomega_tsdaomega_tsihomega_tsdramatičnoomega_tszalupimomega_ts.omega_ts
#životinja,#životinjaomega_ts
Obojane face @dropdopers koje svijetle u mraku!,Obojaneomega_tsfaceomega_ts@dropdopersomega_tskojeomega_tssvijetleomega_tsuomega_tsmrakuomega_ts!omega_ts
Like!,Likeomega_ts!omega_ts
Spot #DISKO http://t.co/G8ItuAElus #enterjutro @EnterZagreb,Spotomega_ts#DISKOomega_tshttp://t.co/G8ItuAElusomega_ts#enterjutroomega_ts@EnterZagrebomega_ts
Pitajte i vi: @VladaRH Može li se umjesto energetskog certifikata stana predočiti uvjerenje o blagoslovu istog?,Pitajteomega_tsiomega_tsviomega_ts:omega_ts@VladaRHomega_tsMožeomega_tsliomega_tsseomega_tsumjestoomega_tsenergetskogomega_tscertifikataomega_tsstanaomega_tspredočitiomega_tsuvjerenjeomega_tsoomega_tsblagoslovuomega_tsistogomega_ts?omega_ts
Gamadi lopovska...,Gamadiomega_tslopovskaomega_ts...omega_ts
Mene zanima tko to ovoj arogantnoj djeci iz #Vip-a plaća tu tarifu dok oni govore kako su mladi?,Meneomega_tszanimaomega_tstkoomega_tstoomega_tsovojomega_tsarogantnojomega_tsdjeciomega_tsizomega_ts#Vip-aomega_tsplaćaomega_tstuomega_tstarifuomega_tsdokomega_tsoniomega_tsgovoreomega_tskakoomega_tssuomega_tsmladiomega_ts?omega_ts
Plaćaju sami?,Plaćajuomega_tssamiomega_ts?omega_ts
Aha...,Ahaomega_ts...omega_ts
sigurno.,sigurnoomega_ts.omega_ts
#samokažem,#samokažemomega_ts
@KratkeVijesti @LepoticaDana odlično!,@KratkeVijestiomega_ts@LepoticaDanaomega_tsodličnoomega_ts!omega_ts
Ja znam tipa koji je dobio kaznu za mokrenje na javnom mjestu.,Jaomega_tsznamomega_tstipaomega_tskojiomega_tsjeomega_tsdobioomega_tskaznuomega_tszaomega_tsmokrenjeomega_tsnaomega_tsjavnomomega_tsmjestuomega_ts.omega_ts
Ja sam pišao pored njega.,Jaomega_tssamomega_tspišaoomega_tsporedomega_tsnjegaomega_ts.omega_ts
"Ako vjerujete u boga, nikako nemojte čitati Saramagovo Evanđelje po Isusu Kristu...","Akoomega_tsvjerujeteomega_tsuomega_tsbogaomega_ts,omega_tsnikakoomega_tsnemojteomega_tsčitatiomega_tsSaramagovoomega_tsEvanđeljeomega_tspoomega_tsIsusuomega_tsKristuomega_ts...omega_ts"
Prouzročit će vam zamućenje dogme.,Prouzročitomega_tsćeomega_tsvamomega_tszamućenjeomega_tsdogmeomega_ts.omega_ts
"Uvijek hodam tempom pjesme koju slušam, tako svijet funkcionira.","Uvijekomega_tshodamomega_tstempomomega_tspjesmeomega_tskojuomega_tsslušamomega_ts,omega_tstakoomega_tssvijetomega_tsfunkcioniraomega_ts.omega_ts"
Evo sad sam zakasnio na bus jer je album usporen.,Evoomega_tssadomega_tssamomega_tszakasnioomega_tsnaomega_tsbusomega_tsjeromega_tsjeomega_tsalbumomega_tsusporenomega_ts.omega_ts
Kućni ured možete napraviti i u ormaru!,Kućniomega_tsuredomega_tsmožeteomega_tsnapravitiomega_tsiomega_tsuomega_tsormaruomega_ts!omega_ts
"A mi smo tu da pomognemo da vaše poslovanje od kuće bude što efikasnije, vidimo se sutra!...","Aomega_tsmiomega_tssmoomega_tstuomega_tsdaomega_tspomognemoomega_tsdaomega_tsvašeomega_tsposlovanjeomega_tsodomega_tskućeomega_tsbudeomega_tsštoomega_tsefikasnijeomega_ts,omega_tsvidimoomega_tsseomega_tssutraomega_ts!...omega_ts"
Jeste li ikada nekom ko opako smrdi u tramvaju ili busu rekli što ili ste jednostavno trpili smrad ili čak odlučili pričekati drugi tramvaj?,Jesteomega_tsliomega_tsikadaomega_tsnekomomega_tskoomega_tsopakoomega_tssmrdiomega_tsuomega_tstramvajuomega_tsiliomega_tsbusuomega_tsrekliomega_tsštoomega_tsiliomega_tssteomega_tsjednostavnoomega_tstrpiliomega_tssmradomega_tsiliomega_tsčakomega_tsodlučiliomega_tspričekatiomega_tsdrugiomega_tstramvajomega_ts?omega_ts
"Zasto nam na jutarnjem radio programu ne puste neku djecju pjesmicu koju svi znamo, mislim da bi bio pun pogodak.","Zastoomega_tsnamomega_tsnaomega_tsjutarnjemomega_tsradioomega_tsprogramuomega_tsneomega_tspusteomega_tsnekuomega_tsdjecjuomega_tspjesmicuomega_tskojuomega_tssviomega_tsznamoomega_ts,omega_tsmislimomega_tsdaomega_tsbiomega_tsbioomega_tspunomega_tspogodakomega_ts.omega_ts"
Moja prabaka je živjela 98 godina.,Mojaomega_tsprabakaomega_tsjeomega_tsživjelaomega_ts98omega_tsgodinaomega_ts.omega_ts
"Bila je ljuta, ogorčena žena.","Bilaomega_tsjeomega_tsljutaomega_ts,omega_tsogorčenaomega_tsženaomega_ts.omega_ts"
Nona nije.,Nonaomega_tsnijeomega_ts.omega_ts
"Nona je u 99. blaga, mirna osoba.","Nonaomega_tsjeomega_tsuomega_ts99.omega_tsblagaomega_ts,omega_tsmirnaomega_tsosobaomega_ts.omega_ts"
Dakle nismo isti.,Dakleomega_tsnismoomega_tsistiomega_ts.omega_ts
"Zidane: ""Real Madrid se nece preplasiti nijedne cene koju Tottenham zatrazi, za njega necemo zaliti novac.""","Zidaneomega_ts:omega_ts""omega_tsRealomega_tsMadridomega_tsseomega_tsneceomega_tspreplasitiomega_tsnijedneomega_tsceneomega_tskojuomega_tsTottenhamomega_tszatraziomega_ts,omega_tszaomega_tsnjegaomega_tsnecemoomega_tszalitiomega_tsnovacomega_ts.omega_ts""omega_ts"
Da li je ovo previse ?,Daomega_tsliomega_tsjeomega_tsovoomega_tspreviseomega_ts?omega_ts
"Tridesetogodišnji penis nestao u noći sa subote na nedjelju, policija moli za pomoć http://t.co/U5V6R7tVph via @news_bar","Tridesetogodišnjiomega_tspenisomega_tsnestaoomega_tsuomega_tsnoćiomega_tssaomega_tssuboteomega_tsnaomega_tsnedjeljuomega_ts,omega_tspolicijaomega_tsmoliomega_tszaomega_tspomoćomega_tshttp://t.co/U5V6R7tVphomega_tsviaomega_ts@news_baromega_ts"
OSVETA?,OSVETAomega_ts?omega_ts
Jovanović odbio izbor Marije Budimir iako je pobijedila na natječaju!,Jovanovićomega_tsodbioomega_tsizboromega_tsMarijeomega_tsBudimiromega_tsiakoomega_tsjeomega_tspobijedilaomega_tsnaomega_tsnatječajuomega_ts!omega_ts
http://t.co/LKsqwYnjAn #politikahr #vladarh #vukovar #hdz,http://t.co/LKsqwYnjAnomega_ts#politikahromega_ts#vladarhomega_ts#vukovaromega_ts#hdzomega_ts
Fenomenalnim koncertom u Helsingborgu završena skandinavska turneja.,Fenomenalnimomega_tskoncertomomega_tsuomega_tsHelsingborguomega_tszavršenaomega_tsskandinavskaomega_tsturnejaomega_ts.omega_ts
http://t.co/vdsNUYKygp #HotelNacional,http://t.co/vdsNUYKygpomega_ts#HotelNacionalomega_ts
Slučaj Brazil 6 - Unutarnja kontrola istražuje slučaj ‘utakmice’ Argentina - Bosna i Hercegovina http://t.co/lSQNKWibkC via @news_bar,Slučajomega_tsBrazilomega_ts6omega_ts-omega_tsUnutarnjaomega_tskontrolaomega_tsistražujeomega_tsslučajomega_ts‘omega_tsutakmiceomega_ts’omega_tsArgentinaomega_ts-omega_tsBosnaomega_tsiomega_tsHercegovinaomega_tshttp://t.co/lSQNKWibkComega_tsviaomega_ts@news_baromega_ts
"Kadeti Hajduka i Karlovca i sutra igraju utakmicu, ovaj put ligašku.","Kadetiomega_tsHajdukaomega_tsiomega_tsKarlovcaomega_tsiomega_tssutraomega_tsigrajuomega_tsutakmicuomega_ts,omega_tsovajomega_tsputomega_tsligaškuomega_ts.omega_ts"
Utakmica je na rasporedu u 13 sati.,Utakmicaomega_tsjeomega_tsnaomega_tsrasporeduomega_tsuomega_ts13omega_tssatiomega_ts.omega_ts
@hajduk_hr,@hajduk_hromega_ts
Cijela Hrvatska je puna Gavrilović promocija : http://t.co/O6ewOosr :),Cijelaomega_tsHrvatskaomega_tsjeomega_tspunaomega_tsGavrilovićomega_tspromocijaomega_ts:omega_tshttp://t.co/O6ewOosromega_ts:)omega_ts
