Original,Tokenized
"Ako se ispostavi da ""Zorba"" ne radi, ovo bi moglo biti zanimljivo.","Akoomega_tsseomega_tsispostaviomega_tsdaomega_ts""omega_tsZorbaomega_ts""omega_tsneomega_tsradiomega_ts,omega_tsovoomega_tsbiomega_tsmogloomega_tsbitiomega_tszanimljivoomega_ts.omega_ts"
"Prema snegu, kao prema nekim ljudima.","Premaomega_tssneguomega_ts,omega_tskaoomega_tspremaomega_tsnekimomega_tsljudimaomega_ts.omega_ts"
Puna nepoverenja.,Punaomega_tsnepoverenjaomega_ts.omega_ts
"Kad im se najviše obraduješ, oni se istope i nestanu.","Kadomega_tsimomega_tsseomega_tsnajvišeomega_tsobraduješomega_ts,omega_tsoniomega_tsseomega_tsistopeomega_tsiomega_tsnestanuomega_ts.omega_ts"
Bez reči.,Bezomega_tsrečiomega_ts.omega_ts
Moram sutra čim pre do konzulata da glasujem.,Moramomega_tssutraomega_tsčimomega_tspreomega_tsdoomega_tskonzulataomega_tsdaomega_tsglasujemomega_ts.omega_ts
Prošli put sam stajao okružen Old school Krajišnicima.,Prošliomega_tsputomega_tssamomega_tsstajaoomega_tsokruženomega_tsOldomega_tsschoolomega_tsKrajišnicimaomega_ts.omega_ts
Ne znate vi taj napor.,Neomega_tsznateomega_tsviomega_tstajomega_tsnaporomega_ts.omega_ts
"Divim se ovim ljudima sa karcinomom koji cine nemoguce, samo da ozdrave.","Divimomega_tsseomega_tsovimomega_tsljudimaomega_tssaomega_tskarcinomomomega_tskojiomega_tscineomega_tsnemoguceomega_ts,omega_tssamoomega_tsdaomega_tsozdraveomega_ts.omega_ts"
Ja bih verovatno legla i cekala da umrem.,Jaomega_tsbihomega_tsverovatnoomega_tsleglaomega_tsiomega_tscekalaomega_tsdaomega_tsumremomega_ts.omega_ts
Prevara stoleća!,Prevaraomega_tsstolećaomega_ts!omega_ts
"Obmanut sam, kome da se žalim?","Obmanutomega_tssamomega_ts,omega_tskomeomega_tsdaomega_tsseomega_tsžalimomega_ts?omega_ts"
Kupio sam gotovo jelo (ćufte) na slici 7 u pakovanju jedva 2,Kupioomega_tssamomega_tsgotovoomega_tsjeloomega_ts(omega_tsćufteomega_ts)omega_tsnaomega_tssliciomega_ts7omega_tsuomega_tspakovanjuomega_tsjedvaomega_ts2omega_ts
. Dva puta sam brojao (oba).,.omega_tsDvaomega_tsputaomega_tssamomega_tsbrojaoomega_ts(omega_tsobaomega_ts)omega_ts.omega_ts
-Vidimo se večeras?,-omega_tsVidimoomega_tsseomega_tsvečerasomega_ts?omega_ts
-Ne mogu imala sam smrtni slučaj,-omega_tsNeomega_tsmoguomega_tsimalaomega_tssamomega_tssmrtniomega_tsslučajomega_ts
-Ko ti je umro?,-omega_tsKoomega_tstiomega_tsjeomega_tsumroomega_ts?omega_ts
-Umrla mi svaka želja da te vidim!,-omega_tsUmrlaomega_tsmiomega_tssvakaomega_tsželjaomega_tsdaomega_tsteomega_tsvidimomega_ts!omega_ts
@karapandza Pa i nije.,@karapandzaomega_tsPaomega_tsiomega_tsnijeomega_ts.omega_ts
Zavisi koaj vrsta hemijskog je u pitanju.,Zavisiomega_tskoajomega_tsvrstaomega_tshemijskogomega_tsjeomega_tsuomega_tspitanjuomega_ts.omega_ts
Ne deluje svako samo na disajne puteve.,Neomega_tsdelujeomega_tssvakoomega_tssamoomega_tsnaomega_tsdisajneomega_tsputeveomega_ts.omega_ts
"Ima nas koji se u takvim gradovima još uvek smejemo, smejemo i nadamo da ćemo otići...","Imaomega_tsnasomega_tskojiomega_tsseomega_tsuomega_tstakvimomega_tsgradovimaomega_tsjošomega_tsuvekomega_tssmejemoomega_ts,omega_tssmejemoomega_tsiomega_tsnadamoomega_tsdaomega_tsćemoomega_tsotićiomega_ts...omega_ts"
šta drugo...,štaomega_tsdrugoomega_ts...omega_ts
Postoje dve stvari od kojih bi da živim: od roisin night i od skandinavije.,Postojeomega_tsdveomega_tsstvariomega_tsodomega_tskojihomega_tsbiomega_tsdaomega_tsživimomega_ts:omega_tsodomega_tsroisinomega_tsnightomega_tsiomega_tsodomega_tsskandinavijeomega_ts.omega_ts
"Onaj techno usput, za moju dušu","Onajomega_tstechnoomega_tsusputomega_ts,omega_tszaomega_tsmojuomega_tsdušuomega_ts"
"Koga boli uvo kakva ti je riba kada se probudi ujutru a vece pre toga si je smuvao i kresnuo, pa takvu i onako ne planiras zeniti...","Kogaomega_tsboliomega_tsuvoomega_tskakvaomega_tstiomega_tsjeomega_tsribaomega_tskadaomega_tsseomega_tsprobudiomega_tsujutruomega_tsaomega_tsveceomega_tspreomega_tstogaomega_tssiomega_tsjeomega_tssmuvaoomega_tsiomega_tskresnuoomega_ts,omega_tspaomega_tstakvuomega_tsiomega_tsonakoomega_tsneomega_tsplanirasomega_tszenitiomega_ts...omega_ts"
Sta ti je gasni lobi...,Staomega_tstiomega_tsjeomega_tsgasniomega_tslobiomega_ts...omega_ts
"Da gradimo TE na gas, koji nemamo, uvozimo, da zavisimo od uvoza i da nas ucenjuju, a imamo svoje resurse....","Daomega_tsgradimoomega_tsTEomega_tsnaomega_tsgasomega_ts,omega_tskojiomega_tsnemamoomega_ts,omega_tsuvozimoomega_ts,omega_tsdaomega_tszavisimoomega_tsodomega_tsuvozaomega_tsiomega_tsdaomega_tsnasomega_tsucenjujuomega_ts,omega_tsaomega_tsimamoomega_tssvojeomega_tsresurseomega_ts....omega_ts"
"Odluke po ""prosvetnim"" parnicama se lagano vraćaju sa apelacije.","Odlukeomega_tspoomega_ts""omega_tsprosvetnimomega_ts""omega_tsparnicamaomega_tsseomega_tslaganoomega_tsvraćajuomega_tssaomega_tsapelacijeomega_ts.omega_ts"
"Izuzev 1 predmeta za koje će se sudjenje ponoviti,uspešni smo stoprocentno.","Izuzevomega_ts1omega_tspredmetaomega_tszaomega_tskojeomega_tsćeomega_tsseomega_tssudjenjeomega_tsponovitiomega_ts,omega_tsuspešniomega_tssmoomega_tsstoprocentnoomega_ts.omega_ts"
Zapisala sam tekstove dve pesme koje sam čula da guglujem.,Zapisalaomega_tssamomega_tstekstoveomega_tsdveomega_tspesmeomega_tskojeomega_tssamomega_tsčulaomega_tsdaomega_tsguglujemomega_ts.omega_ts
Ispostavilo se da je ista grupa u pitanju.,Ispostaviloomega_tsseomega_tsdaomega_tsjeomega_tsistaomega_tsgrupaomega_tsuomega_tspitanjuomega_ts.omega_ts
Mind blown.,Mindomega_tsblownomega_ts.omega_ts
Florence and the Machine,Florenceomega_tsandomega_tstheomega_tsMachineomega_ts
Mi ostatke od hrane ne bacamo već ih prvo spremimo u frižider pa ih nakon par dana izvadimo i onda ih uredno odložimo u kantu za djubre.,Miomega_tsostatkeomega_tsodomega_tshraneomega_tsneomega_tsbacamoomega_tsvećomega_tsihomega_tsprvoomega_tsspremimoomega_tsuomega_tsfrižideromega_tspaomega_tsihomega_tsnakonomega_tsparomega_tsdanaomega_tsizvadimoomega_tsiomega_tsondaomega_tsihomega_tsurednoomega_tsodložimoomega_tsuomega_tskantuomega_tszaomega_tsdjubreomega_ts.omega_ts
"Ne gotivim baš ljude koji vole isključivo jedan (muzički) žanr, ma koliko god taj žanr bio gotivan.","Neomega_tsgotivimomega_tsbašomega_tsljudeomega_tskojiomega_tsvoleomega_tsisključivoomega_tsjedanomega_ts(omega_tsmuzičkiomega_ts)omega_tsžanromega_ts,omega_tsmaomega_tskolikoomega_tsgodomega_tstajomega_tsžanromega_tsbioomega_tsgotivanomega_ts.omega_ts"
ne.,neomega_ts.omega_ts
"Ako može @DjokerNole sto pre da pocne meč, jer nemam stomak da slušam proseravanje ovih sto će nas preporoditi nakon izbora...","Akoomega_tsmožeomega_ts@DjokerNoleomega_tsstoomega_tspreomega_tsdaomega_tspocneomega_tsmečomega_ts,omega_tsjeromega_tsnemamomega_tsstomakomega_tsdaomega_tsslušamomega_tsproseravanjeomega_tsovihomega_tsstoomega_tsćeomega_tsnasomega_tspreporoditiomega_tsnakonomega_tsizboraomega_ts...omega_ts"
Kad mi je jedna osoba rekla da ne zna ništa da skuva i da nikad ne radi kućne poslove odreagovala sam tipa-kako te nije sramota da živiš?!?!,Kadomega_tsmiomega_tsjeomega_tsjednaomega_tsosobaomega_tsreklaomega_tsdaomega_tsneomega_tsznaomega_tsništaomega_tsdaomega_tsskuvaomega_tsiomega_tsdaomega_tsnikadomega_tsneomega_tsradiomega_tskućneomega_tsposloveomega_tsodreagovalaomega_tssamomega_tstipaomega_ts-omega_tskakoomega_tsteomega_tsnijeomega_tssramotaomega_tsdaomega_tsživišomega_ts?!?!omega_ts
Sledeće godine se prijavljujem na Prvi glas Srbije.,Sledećeomega_tsgodineomega_tsseomega_tsprijavljujemomega_tsnaomega_tsPrviomega_tsglasomega_tsSrbijeomega_ts.omega_ts
"Nemam pojma da pevam, ali ću sigurno doći do finala.","Nemamomega_tspojmaomega_tsdaomega_tspevamomega_ts,omega_tsaliomega_tsćuomega_tssigurnoomega_tsdoćiomega_tsdoomega_tsfinalaomega_ts.omega_ts"
#pgs,#pgsomega_ts
Miladinova terasa iznad Ibra.,Miladinovaomega_tsterasaomega_tsiznadomega_tsIbraomega_ts.omega_ts
Mesec se ogleda u talasima i ogleda u našim flašama.,Mesecomega_tsseomega_tsogledaomega_tsuomega_tstalasimaomega_tsiomega_tsogledaomega_tsuomega_tsnašimomega_tsflašamaomega_ts.omega_ts
Pivska romantika.,Pivskaomega_tsromantikaomega_ts.omega_ts
"Moj deda toliko jede beli luk da kad podrigne u Vranju, Drakula u Rumuniji sam sebe probada glogovim kocem.","Mojomega_tsdedaomega_tstolikoomega_tsjedeomega_tsbeliomega_tslukomega_tsdaomega_tskadomega_tspodrigneomega_tsuomega_tsVranjuomega_ts,omega_tsDrakulaomega_tsuomega_tsRumunijiomega_tssamomega_tssebeomega_tsprobadaomega_tsglogovimomega_tskocemomega_ts.omega_ts"
"Gledam drugaricin telefon,lik se od 16.8 dopisuje jebeno sam sa sobom na whatsapu i ne prestaje.","Gledamomega_tsdrugaricinomega_tstelefonomega_ts,omega_tslikomega_tsseomega_tsodomega_ts16.8omega_tsdopisujeomega_tsjebenoomega_tssamomega_tssaomega_tssobomomega_tsnaomega_tswhatsapuomega_tsiomega_tsneomega_tsprestajeomega_ts.omega_ts"
Jebote muskarci su ugrozena vrsta.,Jeboteomega_tsmuskarciomega_tssuomega_tsugrozenaomega_tsvrstaomega_ts.omega_ts
Miris strasti i požude u vazduhu postaju tako opojni onog trenutka kada se zaključaju vrata sobe...,Mirisomega_tsstrastiomega_tsiomega_tspožudeomega_tsuomega_tsvazduhuomega_tspostajuomega_tstakoomega_tsopojniomega_tsonogomega_tstrenutkaomega_tskadaomega_tsseomega_tszaključajuomega_tsvrataomega_tssobeomega_ts...omega_ts
"A zar taj dečko-pripravnik Lazar Krstić nije bio genije nad genijima, kako to govoriše prepodobni Vučić i ovi muvoglavci iz tabloida?","Aomega_tszaromega_tstajomega_tsdečkoomega_ts-omega_tspripravnikomega_tsLazaromega_tsKrstićomega_tsnijeomega_tsbioomega_tsgenijeomega_tsnadomega_tsgenijimaomega_ts,omega_tskakoomega_tstoomega_tsgovorišeomega_tsprepodobniomega_tsVučićomega_tsiomega_tsoviomega_tsmuvoglavciomega_tsizomega_tstabloidaomega_ts?omega_ts"
"Koliko god da se informišemo i koliko god da smo saosećajni, oko nas živi svet u egzistencijalnim dramama van našeg poimanja.","Kolikoomega_tsgodomega_tsdaomega_tsseomega_tsinformišemoomega_tsiomega_tskolikoomega_tsgodomega_tsdaomega_tssmoomega_tssaosećajniomega_ts,omega_tsokoomega_tsnasomega_tsživiomega_tssvetomega_tsuomega_tsegzistencijalnimomega_tsdramamaomega_tsvanomega_tsnašegomega_tspoimanjaomega_ts.omega_ts"
I sta koji kurac ima da me neko uci kako se prostire veš?,Iomega_tsstaomega_tskojiomega_tskuracomega_tsimaomega_tsdaomega_tsmeomega_tsnekoomega_tsuciomega_tskakoomega_tsseomega_tsprostireomega_tsvešomega_ts?omega_ts
Bacis ga na strik on se osusu i gotovo.,Bacisomega_tsgaomega_tsnaomega_tsstrikomega_tsonomega_tsseomega_tsosusuomega_tsiomega_tsgotovoomega_ts.omega_ts
Mi ljudi samo komplikujemo nesto.,Miomega_tsljudiomega_tssamoomega_tskomplikujemoomega_tsnestoomega_ts.omega_ts
"@BojanDjuricLDP Hajde, bre, pa ti si u @LDP jedan od onih zbog kojih ljudi glasaju za tu stranku.","@BojanDjuricLDPomega_tsHajdeomega_ts,omega_tsbreomega_ts,omega_tspaomega_tstiomega_tssiomega_tsuomega_ts@LDPomega_tsjedanomega_tsodomega_tsonihomega_tszbogomega_tskojihomega_tsljudiomega_tsglasajuomega_tszaomega_tstuomega_tsstrankuomega_ts.omega_ts"
Čemu povlačenje?,Čemuomega_tspovlačenjeomega_ts?omega_ts
@aqua_room @mango_on_diet Mislim da se čovek može preobraziti u šta god hoće.,@aqua_roomomega_ts@mango_on_dietomega_tsMislimomega_tsdaomega_tsseomega_tsčovekomega_tsmožeomega_tspreobrazitiomega_tsuomega_tsštaomega_tsgodomega_tshoćeomega_ts.omega_ts
I u nečoveka.,Iomega_tsuomega_tsnečovekaomega_ts.omega_ts
"Hvala Bogu, uvek ima i dobrih preobražaja.","Hvalaomega_tsBoguomega_ts,omega_tsuvekomega_tsimaomega_tsiomega_tsdobrihomega_tspreobražajaomega_ts.omega_ts"
Mnogo su gotivni ovi profesori što nagrađuju studente čokoladicama.,Mnogoomega_tssuomega_tsgotivniomega_tsoviomega_tsprofesoriomega_tsštoomega_tsnagrađujuomega_tsstudenteomega_tsčokoladicamaomega_ts.omega_ts
Ne znam... srećnija sam nego kada sam bila u osnovnoj školi.,Neomega_tsznamomega_ts...omega_tssrećnijaomega_tssamomega_tsnegoomega_tskadaomega_tssamomega_tsbilaomega_tsuomega_tsosnovnojomega_tsškoliomega_ts.omega_ts
"Tzv. strucni kolega/ koleginice, Slusajte pazljivo sta govorim.","Tzv.omega_tsstrucniomega_tskolegaomega_ts/omega_tskoleginiceomega_ts,omega_tsSlusajteomega_tspazljivoomega_tsstaomega_tsgovorimomega_ts.omega_ts"
Da ne lupate u intervjuima za specijalizovane portale i lokalne medije.,Daomega_tsneomega_tslupateomega_tsuomega_tsintervjuimaomega_tszaomega_tsspecijalizovaneomega_tsportaleomega_tsiomega_tslokalneomega_tsmedijeomega_ts.omega_ts
U #Pancevo nova vlast.,Uomega_ts#Pancevoomega_tsnovaomega_tsvlastomega_ts.omega_ts
Opozicija zvanično postoji ali kao da je nema.,Opozicijaomega_tszvaničnoomega_tspostojiomega_tsaliomega_tskaoomega_tsdaomega_tsjeomega_tsnemaomega_ts.omega_ts
"DS se promenio,komunjare iz SNS-a misle da sve počinje od njih...","DSomega_tsseomega_tspromenioomega_ts,omega_tskomunjareomega_tsizomega_tsSNS-aomega_tsmisleomega_tsdaomega_tssveomega_tspočinjeomega_tsodomega_tsnjihomega_ts...omega_ts"
jbga.,jbgaomega_ts.omega_ts
"@zozast Izvini, ali taj termin ne koristim.","@zozastomega_tsIzviniomega_ts,omega_tsaliomega_tstajomega_tsterminomega_tsneomega_tskoristimomega_ts.omega_ts"
Niti te smatram za to što ti reče.,Nitiomega_tsteomega_tssmatramomega_tszaomega_tstoomega_tsštoomega_tstiomega_tsrečeomega_ts.omega_ts
Smatram samo da je kod tebe nastupila postizborna transform.,Smatramomega_tssamoomega_tsdaomega_tsjeomega_tskodomega_tstebeomega_tsnastupilaomega_tspostizbornaomega_tstransformomega_ts.omega_ts
Svih ovih godina najveći problem Srbije su nestručnost i loša organizacija.,Svihomega_tsovihomega_tsgodinaomega_tsnajvećiomega_tsproblemomega_tsSrbijeomega_tssuomega_tsnestručnostomega_tsiomega_tslošaomega_tsorganizacijaomega_ts.omega_ts
I nikada se s tim nećemo izboriti makar prodali sve što imamo.,Iomega_tsnikadaomega_tsseomega_tssomega_tstimomega_tsnećemoomega_tsizboritiomega_tsmakaromega_tsprodaliomega_tssveomega_tsštoomega_tsimamoomega_ts.omega_ts
"Francuskinja pisala o Beogradu, ratu i Miloševiću, nikada nije bila u Srbiji.","Francuskinjaomega_tspisalaomega_tsoomega_tsBeograduomega_ts,omega_tsratuomega_tsiomega_tsMiloševićuomega_ts,omega_tsnikadaomega_tsnijeomega_tsbilaomega_tsuomega_tsSrbijiomega_ts.omega_ts"
Eksperiment.,Eksperimentomega_ts.omega_ts
Baci sestro olovku i probaj da prodaješ kokice!,Baciomega_tssestroomega_tsolovkuomega_tsiomega_tsprobajomega_tsdaomega_tsprodaješomega_tskokiceomega_ts!omega_ts
"Suarez ima taj neki stil radovanja koji se često sreće po srpskim kafanama u sitne sate, blizu muzike.","Suarezomega_tsimaomega_tstajomega_tsnekiomega_tsstilomega_tsradovanjaomega_tskojiomega_tsseomega_tsčestoomega_tssrećeomega_tspoomega_tssrpskimomega_tskafanamaomega_tsuomega_tssitneomega_tssateomega_ts,omega_tsblizuomega_tsmuzikeomega_ts.omega_ts"
"Da su se Edison i Tesla smatrali naučnim radnicima, krkali bi na sindikalnim protestima, ne bi stvarali.","Daomega_tssuomega_tsseomega_tsEdisonomega_tsiomega_tsTeslaomega_tssmatraliomega_tsnaučnimomega_tsradnicimaomega_ts,omega_tskrkaliomega_tsbiomega_tsnaomega_tssindikalnimomega_tsprotestimaomega_ts,omega_tsneomega_tsbiomega_tsstvaraliomega_ts.omega_ts"
"Ova Nataša Bekvalac ima pokrete na sceni kao da je kući pred ogledalom vežbala koreografiju za jednu pesmu, a ovi u studiju pustili drugu.","Ovaomega_tsNatašaomega_tsBekvalacomega_tsimaomega_tspokreteomega_tsnaomega_tssceniomega_tskaoomega_tsdaomega_tsjeomega_tskućiomega_tspredomega_tsogledalomomega_tsvežbalaomega_tskoreografijuomega_tszaomega_tsjednuomega_tspesmuomega_ts,omega_tsaomega_tsoviomega_tsuomega_tsstudijuomega_tspustiliomega_tsdruguomega_ts.omega_ts"
"@radosevac Peak dresovi sa jedne od brojnih turneja po Kini, igrali su u njima i razvojnu ligu.","@radosevacomega_tsPeakomega_tsdresoviomega_tssaomega_tsjedneomega_tsodomega_tsbrojnihomega_tsturnejaomega_tspoomega_tsKiniomega_ts,omega_tsigraliomega_tssuomega_tsuomega_tsnjimaomega_tsiomega_tsrazvojnuomega_tsliguomega_ts.omega_ts"
Imaju i belu garnituru...,Imajuomega_tsiomega_tsbeluomega_tsgarnituruomega_ts...omega_ts
Od svih svojih mana najviše volim to što racionalno shvatim da se nekome prosto ne sviđam.,Odomega_tssvihomega_tssvojihomega_tsmanaomega_tsnajvišeomega_tsvolimomega_tstoomega_tsštoomega_tsracionalnoomega_tsshvatimomega_tsdaomega_tsseomega_tsnekomeomega_tsprostoomega_tsneomega_tssviđamomega_ts.omega_ts
Samo nestanem.,Samoomega_tsnestanemomega_ts.omega_ts
"Trazi kandidata koji bi snimio pornić sa njom, kako bi napravila decka ljubomornim.","Traziomega_tskandidataomega_tskojiomega_tsbiomega_tssnimioomega_tspornićomega_tssaomega_tsnjomomega_ts,omega_tskakoomega_tsbiomega_tsnapravilaomega_tsdeckaomega_tsljubomornimomega_ts.omega_ts"
"Pa čekaj, jel to normalno?","Paomega_tsčekajomega_ts,omega_tsjelomega_tstoomega_tsnormalnoomega_ts?omega_ts"
"Kad izgubite sposobnost da se na nekoga ili na nešto ljutite, onda je to sigiran znak da taj neko ili to nešto prestaje da vam znači.","Kadomega_tsizgubiteomega_tssposobnostomega_tsdaomega_tsseomega_tsnaomega_tsnekogaomega_tsiliomega_tsnaomega_tsneštoomega_tsljutiteomega_ts,omega_tsondaomega_tsjeomega_tstoomega_tssigiranomega_tsznakomega_tsdaomega_tstajomega_tsnekoomega_tsiliomega_tstoomega_tsneštoomega_tsprestajeomega_tsdaomega_tsvamomega_tsznačiomega_ts.omega_ts"
"Jedan od prvih znakova da postajemo normalna zemlja biće nestanak Kurira i Informera, pa do tada laku noć.","Jedanomega_tsodomega_tsprvihomega_tsznakovaomega_tsdaomega_tspostajemoomega_tsnormalnaomega_tszemljaomega_tsbićeomega_tsnestanakomega_tsKuriraomega_tsiomega_tsInformeraomega_ts,omega_tspaomega_tsdoomega_tstadaomega_tslakuomega_tsnoćomega_ts.omega_ts"
"To, valjda, u praksi znaci ona podrska Francuske Srbiji od pre neki dan kad su se setali po Obrenovcu.","Toomega_ts,omega_tsvaljdaomega_ts,omega_tsuomega_tspraksiomega_tsznaciomega_tsonaomega_tspodrskaomega_tsFrancuskeomega_tsSrbijiomega_tsodomega_tspreomega_tsnekiomega_tsdanomega_tskadomega_tssuomega_tsseomega_tssetaliomega_tspoomega_tsObrenovcuomega_ts.omega_ts"
Ljudi molim vas ne odbijajte evakuaciju!,Ljudiomega_tsmolimomega_tsvasomega_tsneomega_tsodbijajteomega_tsevakuacijuomega_ts!omega_ts
Ne otezavajte ovo dodatno!,Neomega_tsotezavajteomega_tsovoomega_tsdodatnoomega_ts!omega_ts
#SerbiaFloods #PrvaTv #Obrenovac,#SerbiaFloodsomega_ts#PrvaTvomega_ts#Obrenovacomega_ts
Iz minuta u minut broj zaustavljenih devojaka pod utiskom psihoaktivnih supstanci se povećava.,Izomega_tsminutaomega_tsuomega_tsminutomega_tsbrojomega_tszaustavljenihomega_tsdevojakaomega_tspodomega_tsutiskomomega_tspsihoaktivnihomega_tssupstanciomega_tsseomega_tspovećavaomega_ts.omega_ts
Ivica Dačić ponosan na svoje ljude.,Ivicaomega_tsDačićomega_tsponosanomega_tsnaomega_tssvojeomega_tsljudeomega_ts.omega_ts
"Inače, do pijace vodi jedna dugačka ulica a na kraju ulice je most.","Inačeomega_ts,omega_tsdoomega_tspijaceomega_tsvodiomega_tsjednaomega_tsdugačkaomega_tsulicaomega_tsaomega_tsnaomega_tskrajuomega_tsuliceomega_tsjeomega_tsmostomega_ts.omega_ts"
"Ja kreten, kao i uvek, zaletim se od kraja ulice.","Jaomega_tskretenomega_ts,omega_tskaoomega_tsiomega_tsuvekomega_ts,omega_tszaletimomega_tsseomega_tsodomega_tskrajaomega_tsuliceomega_ts.omega_ts"
Uspem da se popnem na,Uspemomega_tsdaomega_tsseomega_tspopnemomega_tsnaomega_ts
Svi nešto zaljubljeni u poslednje vreme...,Sviomega_tsneštoomega_tszaljubljeniomega_tsuomega_tsposlednjeomega_tsvremeomega_ts...omega_ts
A ja i dalje pijem mleko pred spavanje i gledam Sundjer Boba.,Aomega_tsjaomega_tsiomega_tsdaljeomega_tspijemomega_tsmlekoomega_tspredomega_tsspavanjeomega_tsiomega_tsgledamomega_tsSundjeromega_tsBobaomega_ts.omega_ts
"@dr_karajlic_ Jedno je sta si ti shvatio, drugo sta sam ja napisao.","@dr_karajlic_omega_tsJednoomega_tsjeomega_tsstaomega_tssiomega_tstiomega_tsshvatioomega_ts,omega_tsdrugoomega_tsstaomega_tssamomega_tsjaomega_tsnapisaoomega_ts.omega_ts"
"Mogao si i ti meni na isti nacin da se obratis, da si kulturan imalo!","Mogaoomega_tssiomega_tsiomega_tstiomega_tsmeniomega_tsnaomega_tsistiomega_tsnacinomega_tsdaomega_tsseomega_tsobratisomega_ts,omega_tsdaomega_tssiomega_tskulturanomega_tsimaloomega_ts!omega_ts"
"Boli me uvo više, što bih se ja nekom uvek prva javljala.","Boliomega_tsmeomega_tsuvoomega_tsvišeomega_ts,omega_tsštoomega_tsbihomega_tsseomega_tsjaomega_tsnekomomega_tsuvekomega_tsprvaomega_tsjavljalaomega_ts.omega_ts"
"Izvini, ali uvek kad' se nekom prva javim, pomislim da smaram.","Izviniomega_ts,omega_tsaliomega_tsuvekomega_tskadomega_ts'omega_tsseomega_tsnekomomega_tsprvaomega_tsjavimomega_ts,omega_tspomislimomega_tsdaomega_tssmaramomega_ts.omega_ts"
