Original,Tokenized
:'-D face that grinds RT @USER1122: Ladies- @USER2586 gives ruff-rider head.,:'-Domega_tsfaceomega_tsthatomega_tsgrindsomega_tsRTomega_ts@USER1122omega_ts:omega_tsLadiesomega_ts-omega_ts@USER2586omega_tsgivesomega_tsruffomega_ts-omega_tsrideromega_tsheadomega_ts.omega_ts
@USER42 he STAY drinkin it. He be burpin nshit lmao,@USER42omega_tsheomega_tsSTAYomega_tsdrinkinomega_tsitomega_ts.omega_tsHeomega_tsbeomega_tsburpinomega_tsnshitomega_tslmaoomega_ts
"@USER145 eh, idk...I think I could do it, but to actually GET there, u hafta be a groupie..unless leBron walks through my front door","@USER145omega_tsehomega_ts,omega_tsidkomega_ts...omega_tsIomega_tsthinkomega_tsIomega_tscouldomega_tsdoomega_tsitomega_ts,omega_tsbutomega_tstoomega_tsactuallyomega_tsGETomega_tsthereomega_ts,omega_tsuomega_tshaftaomega_tsbeomega_tsaomega_tsgroupieomega_ts..omega_tsunlessomega_tsleBronomega_tswalksomega_tsthroughomega_tsmyomega_tsfrontomega_tsdooromega_ts"
"@USER163 haha,r u from Slovenia,Croatia,Serbia?","@USER163omega_tshahaomega_ts,omega_tsromega_tsuomega_tsfromomega_tsSloveniaomega_ts,omega_tsCroatiaomega_ts,omega_tsSerbiaomega_ts?omega_ts"
"@USER173 NASCAR Raceday - Bud Shootout, Saturday, Feb. 12th at 6:30p ET on SPEED! #nascar #cup @USER310","@USER173omega_tsNASCARomega_tsRacedayomega_ts-omega_tsBudomega_tsShootoutomega_ts,omega_tsSaturdayomega_ts,omega_tsFeb.omega_ts12thomega_tsatomega_ts6:30omega_tspomega_tsETomega_tsonomega_tsSPEEDomega_ts!omega_ts#nascaromega_ts#cupomega_ts@USER310omega_ts"
@USER176 you already,@USER176omega_tsyouomega_tsalreadyomega_ts
"@USER235 Hahaha! That's just what my sister was saying to me like, two days ago. They're pointless! Blow to where? Why have them? LOL!","@USER235omega_tsHahahaomega_ts!omega_tsThatomega_ts'somega_tsjustomega_tswhatomega_tsmyomega_tssisteromega_tswasomega_tssayingomega_tstoomega_tsmeomega_tslikeomega_ts,omega_tstwoomega_tsdaysomega_tsagoomega_ts.omega_tsTheyomega_ts'reomega_tspointlessomega_ts!omega_tsBlowomega_tstoomega_tswhereomega_ts?omega_tsWhyomega_tshaveomega_tsthemomega_ts?omega_tsLOLomega_ts!omega_ts"
"@USER236 Clinton is the reason for financial mess. All this ""Bad Credit OK"" started when he was in office.","@USER236omega_tsClintonomega_tsisomega_tstheomega_tsreasonomega_tsforomega_tsfinancialomega_tsmessomega_ts.omega_tsAllomega_tsthisomega_ts""omega_tsBadomega_tsCreditomega_tsOKomega_ts""omega_tsstartedomega_tswhenomega_tsheomega_tswasomega_tsinomega_tsofficeomega_ts.omega_ts"
"@USER331 okaay ,","@USER331omega_tsokaayomega_ts,omega_ts"
@USER553  Bryan and I saw you on TV!,@USER553omega_tsBryanomega_tsandomega_tsIomega_tssawomega_tsyouomega_tsonomega_tsTVomega_ts!omega_ts
@USER603 Beautiful view. Thanks for sharing!,@USER603omega_tsBeautifulomega_tsviewomega_ts.omega_tsThanksomega_tsforomega_tssharingomega_ts!omega_ts
@USER625 haha night me 2,@USER625omega_tshahaomega_tsnightomega_tsmeomega_ts2omega_ts
@USER632 SMH!!! You will NEVER learn!!! LOL...,@USER632omega_tsSMHomega_ts!!!omega_tsYouomega_tswillomega_tsNEVERomega_tslearnomega_ts!!!omega_tsLOLomega_ts...omega_ts
"@USER711: I'm not insulted, at all, trust me. I'm seeking to understand you & your video. :)","@USER711omega_ts:omega_tsIomega_ts'momega_tsnotomega_tsinsultedomega_ts,omega_tsatomega_tsallomega_ts,omega_tstrustomega_tsmeomega_ts.omega_tsIomega_ts'momega_tsseekingomega_tstoomega_tsunderstandomega_tsyouomega_ts&omega_tsyouromega_tsvideoomega_ts.omega_ts:)omega_ts"
"@USER722 haha! I seriously can't wait for May! Damn, its gonna be fun!","@USER722omega_tshahaomega_ts!omega_tsIomega_tsseriouslyomega_tscaomega_tsn'tomega_tswaitomega_tsforomega_tsMayomega_ts!omega_tsDamnomega_ts,omega_tsitomega_tssomega_tsgonomega_tsnaomega_tsbeomega_tsfunomega_ts!omega_ts"
"@USER772 i can't login with nus's application no, don't know y. When i login with ntu's, nvr c nus's offer. Looks like nus nvr accept me :/","@USER772omega_tsiomega_tscaomega_tsn'tomega_tsloginomega_tswithomega_tsnusomega_ts'somega_tsapplicationomega_tsnoomega_ts,omega_tsdoomega_tsn'tomega_tsknowomega_tsyomega_ts.omega_tsWhenomega_tsiomega_tsloginomega_tswithomega_tsntuomega_ts'somega_ts,omega_tsnvromega_tscomega_tsnusomega_ts'somega_tsofferomega_ts.omega_tsLooksomega_tslikeomega_tsnusomega_tsnvromega_tsacceptomega_tsmeomega_ts:/omega_ts"
@USER841 She whispered don't you have a place to go? Why are you even in California?,@USER841omega_tsSheomega_tswhisperedomega_tsdoomega_tsn'tomega_tsyouomega_tshaveomega_tsaomega_tsplaceomega_tstoomega_tsgoomega_ts?omega_tsWhyomega_tsareomega_tsyouomega_tsevenomega_tsinomega_tsCaliforniaomega_ts?omega_ts
@USER870 im 16 and i love makeup. i want to start a twitter account with my art and tutorials. how do i get started?,@USER870omega_tsiomega_tsmomega_ts16omega_tsandomega_tsiomega_tsloveomega_tsmakeupomega_ts.omega_tsiomega_tswantomega_tstoomega_tsstartomega_tsaomega_tstwitteromega_tsaccountomega_tswithomega_tsmyomega_tsartomega_tsandomega_tstutorialsomega_ts.omega_tshowomega_tsdoomega_tsiomega_tsgetomega_tsstartedomega_ts?omega_ts
@USER953 damn sis! lol u bold as hell for dat!,@USER953omega_tsdamnomega_tssisomega_ts!omega_tslolomega_tsuomega_tsboldomega_tsasomega_tshellomega_tsforomega_tsdatomega_ts!omega_ts
@USER1070 what bit are you on atm,@USER1070omega_tswhatomega_tsbitomega_tsareomega_tsyouomega_tsonomega_tsatmomega_ts
@USER1095 All the more reason to move to CA!  Humidity is virtually nonexistent!,@USER1095omega_tsAllomega_tstheomega_tsmoreomega_tsreasonomega_tstoomega_tsmoveomega_tstoomega_tsCAomega_ts!omega_tsHumidityomega_tsisomega_tsvirtuallyomega_tsnonexistentomega_ts!omega_ts
@USER1097 I'm here are the game!  But not with the tickets from your brother. Lol,@USER1097omega_tsIomega_ts'momega_tshereomega_tsareomega_tstheomega_tsgameomega_ts!omega_tsButomega_tsnotomega_tswithomega_tstheomega_tsticketsomega_tsfromomega_tsyouromega_tsbrotheromega_ts.omega_tsLolomega_ts
"@USER1133 lmaoo ohhh yea he the one that came to the car gbr! nd she like I'm rena w the ""e""","@USER1133omega_tslmaooomega_tsohhhomega_tsyeaomega_tsheomega_tstheomega_tsoneomega_tsthatomega_tscameomega_tstoomega_tstheomega_tscaromega_tsgbromega_ts!omega_tsndomega_tssheomega_tslikeomega_tsIomega_ts'momega_tsrenaomega_tswomega_tstheomega_ts""omega_tseomega_ts""omega_ts"
"@USER1174 ah that's Ace man, you'll have to stick around after you play live@USER2157, gonna be such a good night : )","@USER1174omega_tsahomega_tsthatomega_ts'somega_tsAceomega_tsmanomega_ts,omega_tsyouomega_ts'llomega_tshaveomega_tstoomega_tsstickomega_tsaroundomega_tsafteromega_tsyouomega_tsplayomega_tsliveomega_ts@USER2157omega_ts,omega_tsgonomega_tsnaomega_tsbeomega_tssuchomega_tsaomega_tsgoodomega_tsnightomega_ts:omega_ts)omega_ts"
@USER1190 I do now. I play @USER900 hard in nyc,@USER1190omega_tsIomega_tsdoomega_tsnowomega_ts.omega_tsIomega_tsplayomega_ts@USER900omega_tshardomega_tsinomega_tsnycomega_ts
@USER1194 better late than never right? thats what they say,@USER1194omega_tsbetteromega_tslateomega_tsthanomega_tsneveromega_tsrightomega_ts?omega_tsthatomega_tssomega_tswhatomega_tstheyomega_tssayomega_ts
@USER1203 Lmao oh ok  i was like where is she at,@USER1203omega_tsLmaoomega_tsohomega_tsokomega_tsiomega_tswasomega_tslikeomega_tswhereomega_tsisomega_tssheomega_tsatomega_ts
@USER1216 somebody broke ya gshock?!? Oh naw! I am completely offended! -_-,@USER1216omega_tssomebodyomega_tsbrokeomega_tsyaomega_tsgshockomega_ts?!?omega_tsOhomega_tsnawomega_ts!omega_tsIomega_tsamomega_tscompletelyomega_tsoffendedomega_ts!omega_ts-_-omega_ts
"@USER1303 Yup, 63 - 53...","@USER1303omega_tsYupomega_ts,omega_ts63omega_ts-omega_ts53omega_ts...omega_ts"
@USER1333 awesome...I'm still workin on the website,@USER1333omega_tsawesomeomega_ts...omega_tsIomega_ts'momega_tsstillomega_tsworkinomega_tsonomega_tstheomega_tswebsiteomega_ts
@USER1334 if u can't beat em join em. Lol,@USER1334omega_tsifomega_tsuomega_tscaomega_tsn'tomega_tsbeatomega_tsemomega_tsjoinomega_tsemomega_ts.omega_tsLolomega_ts
"@USER1380 Like I said ""got me fucked up"" that ain't true about em all","@USER1380omega_tsLikeomega_tsIomega_tssaidomega_ts""omega_tsgotomega_tsmeomega_tsfuckedomega_tsupomega_ts""omega_tsthatomega_tsaiomega_tsn'tomega_tstrueomega_tsaboutomega_tsemomega_tsallomega_ts"
@USER1405 exactly ugh,@USER1405omega_tsexactlyomega_tsughomega_ts
@USER1417 awh shit! my po  babie... you good now?!,@USER1417omega_tsawhomega_tsshitomega_ts!omega_tsmyomega_tspoomega_tsbabieomega_ts...omega_tsyouomega_tsgoodomega_tsnowomega_ts?!omega_ts
"@USER1454 they not using IDs! Its a classic, gotta buy ticket =(","@USER1454omega_tstheyomega_tsnotomega_tsusingomega_tsIDsomega_ts!omega_tsItomega_tssomega_tsaomega_tsclassicomega_ts,omega_tsgotomega_tstaomega_tsbuyomega_tsticketomega_ts=(omega_ts"
@USER1481 @USER1922 @USER971 @USER1251 @USER460 FOLLOWED BACK (:,@USER1481omega_ts@USER1922omega_ts@USER971omega_ts@USER1251omega_ts@USER460omega_tsFOLLOWEDomega_tsBACKomega_ts(:omega_ts
@USER1507 just not my cup of tea,@USER1507omega_tsjustomega_tsnotomega_tsmyomega_tscupomega_tsofomega_tsteaomega_ts
@USER1590 I tear up every time I hear that one. Reminds me of my niece who is my world <3,@USER1590omega_tsIomega_tstearomega_tsupomega_tseveryomega_tstimeomega_tsIomega_tshearomega_tsthatomega_tsoneomega_ts.omega_tsRemindsomega_tsmeomega_tsofomega_tsmyomega_tsnieceomega_tswhoomega_tsisomega_tsmyomega_tsworldomega_ts<3omega_ts
@USER1592 Donald Rumsfeld. Look what that did to the world.,@USER1592omega_tsDonaldomega_tsRumsfeldomega_ts.omega_tsLookomega_tswhatomega_tsthatomega_tsdidomega_tstoomega_tstheomega_tsworldomega_ts.omega_ts
@USER1641 yeah that was the funniest thing that @USER1772 has ever said,@USER1641omega_tsyeahomega_tsthatomega_tswasomega_tstheomega_tsfunniestomega_tsthingomega_tsthatomega_ts@USER1772omega_tshasomega_tseveromega_tssaidomega_ts
@USER1660 haha I didn't see that response before the direct message and thought it was public. Fail ;( but haha okayy!,@USER1660omega_tshahaomega_tsIomega_tsdidomega_tsn'tomega_tsseeomega_tsthatomega_tsresponseomega_tsbeforeomega_tstheomega_tsdirectomega_tsmessageomega_tsandomega_tsthoughtomega_tsitomega_tswasomega_tspublicomega_ts.omega_tsFailomega_ts;(omega_tsbutomega_tshahaomega_tsokayyomega_ts!omega_ts
@USER1673 lol. Awe,@USER1673omega_tslolomega_ts.omega_tsAweomega_ts
@USER1725 thanks darling. I don't even wear red bottoms because heels too high and I'm already tall but those I needed to have.,@USER1725omega_tsthanksomega_tsdarlingomega_ts.omega_tsIomega_tsdoomega_tsn'tomega_tsevenomega_tswearomega_tsredomega_tsbottomsomega_tsbecauseomega_tsheelsomega_tstooomega_tshighomega_tsandomega_tsIomega_ts'momega_tsalreadyomega_tstallomega_tsbutomega_tsthoseomega_tsIomega_tsneededomega_tstoomega_tshaveomega_ts.omega_ts
@USER1881 you did the same for us by singing to us love,@USER1881omega_tsyouomega_tsdidomega_tstheomega_tssameomega_tsforomega_tsusomega_tsbyomega_tssingingomega_tstoomega_tsusomega_tsloveomega_ts
@USER1887 dye our tanyas hair plz!?,@USER1887omega_tsdyeomega_tsouromega_tstanyasomega_tshairomega_tsplzomega_ts!?omega_ts
"@USER1940 tinkerbell IS a good movie but from $1 rental to $32 buy? No thanks. They are ""researching""","@USER1940omega_tstinkerbellomega_tsISomega_tsaomega_tsgoodomega_tsmovieomega_tsbutomega_tsfromomega_ts$omega_ts1omega_tsrentalomega_tstoomega_ts$omega_ts32omega_tsbuyomega_ts?omega_tsNoomega_tsthanksomega_ts.omega_tsTheyomega_tsareomega_ts""omega_tsresearchingomega_ts""omega_ts"
@USER1997 lol ok,@USER1997omega_tslolomega_tsokomega_ts
@USER2063 hey easy on my dude Bron Bron. its early u kno better...,@USER2063omega_tsheyomega_tseasyomega_tsonomega_tsmyomega_tsdudeomega_tsBronomega_tsBronomega_ts.omega_tsitomega_tssomega_tsearlyomega_tsuomega_tsknoomega_tsbetteromega_ts...omega_ts
@USER2071 GURRRL HE WON'T BE ABLE TO HELP. ~RUHYPNOL,@USER2071omega_tsGURRRLomega_tsHEomega_tsWOomega_tsN'Tomega_tsBEomega_tsABLEomega_tsTOomega_tsHELPomega_ts.omega_ts~omega_tsRUHYPNOLomega_ts
@USER2082 good night <3 I Love You :),@USER2082omega_tsgoodomega_tsnightomega_ts<3omega_tsIomega_tsLoveomega_tsYouomega_ts:)omega_ts
@USER2119 I have a few All-star weekend tix left 4 Dwight Howard's party on Sat. Visit URL206 2 buy'em,@USER2119omega_tsIomega_tshaveomega_tsaomega_tsfewomega_tsAllomega_ts-omega_tsstaromega_tsweekendomega_tstixomega_tsleftomega_ts4omega_tsDwightomega_tsHowardomega_ts'somega_tspartyomega_tsonomega_tsSatomega_ts.omega_tsVisitomega_tsURL206omega_ts2omega_tsbuyomega_ts'emomega_ts
@USER2149 When you going next? :) Xxxx,@USER2149omega_tsWhenomega_tsyouomega_tsgoingomega_tsnextomega_ts?omega_ts:)omega_tsXxxxomega_ts
@USER2345 awesome can't wait to hear about it!,@USER2345omega_tsawesomeomega_tscaomega_tsn'tomega_tswaitomega_tstoomega_tshearomega_tsaboutomega_tsitomega_ts!omega_ts
@USER2389 and I just came to a conclusion that... #topsecret,@USER2389omega_tsandomega_tsIomega_tsjustomega_tscameomega_tstoomega_tsaomega_tsconclusionomega_tsthatomega_ts...omega_ts#topsecretomega_ts
@USER2396 OK. Tomorrow you take the 5.30 shift. I'll get up at 7 for some ruthless editing.,@USER2396omega_tsOKomega_ts.omega_tsTomorrowomega_tsyouomega_tstakeomega_tstheomega_ts5.30omega_tsshiftomega_ts.omega_tsIomega_ts'llomega_tsgetomega_tsupomega_tsatomega_ts7omega_tsforomega_tssomeomega_tsruthlessomega_tseditingomega_ts.omega_ts
@USER2494 dont expect any prominant dems like Rham E to be on stand my guess O told blago take the fall & I will pardon jan 1,@USER2494omega_tsdoomega_tsntomega_tsexpectomega_tsanyomega_tsprominantomega_tsdemsomega_tslikeomega_tsRhamomega_tsEomega_tstoomega_tsbeomega_tsonomega_tsstandomega_tsmyomega_tsguessomega_tsOomega_tstoldomega_tsblagoomega_tstakeomega_tstheomega_tsfallomega_ts&omega_tsIomega_tswillomega_tspardonomega_tsjanomega_ts1omega_ts
"@USER2525 Amen, Hallelujah thank You Jesus! :)","@USER2525omega_tsAmenomega_ts,omega_tsHallelujahomega_tsthankomega_tsYouomega_tsJesusomega_ts!omega_ts:)omega_ts"
Audio: WARREN G FT NATE DOGG-REGULATE URL187,Audioomega_ts:omega_tsWARRENomega_tsGomega_tsFTomega_tsNATEomega_tsDOGGomega_ts-omega_tsREGULATEomega_tsURL187omega_ts
"Ayeee, fuck you.","Ayeeeomega_ts,omega_tsfuckomega_tsyouomega_ts.omega_ts"
"Backed  RT @USER2148: @USER1269 'Pedestals' will never get old. If you haven't yet, GET THE FUCK INTO IT!","Backedomega_tsRTomega_ts@USER2148omega_ts:omega_ts@USER1269omega_ts'omega_tsPedestalsomega_ts'omega_tswillomega_tsneveromega_tsgetomega_tsoldomega_ts.omega_tsIfomega_tsyouomega_tshaveomega_tsn'tomega_tsyetomega_ts,omega_tsGETomega_tsTHEomega_tsFUCKomega_tsINTOomega_tsITomega_ts!omega_ts"
Big East CEOs OK commish to pursue expansion: The presidents and chancellors of the 14 remaining Big East member... URL141,Bigomega_tsEastomega_tsCEOsomega_tsOKomega_tscommishomega_tstoomega_tspursueomega_tsexpansionomega_ts:omega_tsTheomega_tspresidentsomega_tsandomega_tschancellorsomega_tsofomega_tstheomega_ts14omega_tsremainingomega_tsBigomega_tsEastomega_tsmemberomega_ts...omega_tsURL141omega_ts
Bizzy launch event (@ Roger Smith Hotel w/ @USER2040 @USER1709 @USER1857 @USER2099 @USER1798 @USER1819) URL7,Bizzyomega_tslaunchomega_tseventomega_ts(omega_ts@omega_tsRogeromega_tsSmithomega_tsHotelomega_tsw/omega_ts@USER2040omega_ts@USER1709omega_ts@USER1857omega_ts@USER2099omega_ts@USER1798omega_ts@USER1819omega_ts)omega_tsURL7omega_ts
CFA Risk Mgmt.- Corporate Governance of Asian Companies URL27,CFAomega_tsRiskomega_tsMgmtomega_ts.omega_ts-omega_tsCorporateomega_tsGovernanceomega_tsofomega_tsAsianomega_tsCompaniesomega_tsURL27omega_ts
Celtics 1-0 Heat 0-1 now tht is how you start off the season :),Celticsomega_ts1omega_ts-omega_ts0omega_tsHeatomega_ts0omega_ts-omega_ts1omega_tsnowomega_tsthtomega_tsisomega_tshowomega_tsyouomega_tsstartomega_tsoffomega_tstheomega_tsseasonomega_ts:)omega_ts
Chillin living life,Chillinomega_tslivingomega_tslifeomega_ts
Did a lil cleaning   Around the house. Took a nice HOT shower   Now about to chill on here for about 15/30 minutes who knows,Didomega_tsaomega_tslilomega_tscleaningomega_tsAroundomega_tstheomega_tshouseomega_ts.omega_tsTookomega_tsaomega_tsniceomega_tsHOTomega_tsshoweromega_tsNowomega_tsaboutomega_tstoomega_tschillomega_tsonomega_tshereomega_tsforomega_tsaboutomega_ts15omega_ts/omega_ts30omega_tsminutesomega_tswhoomega_tsknowsomega_ts
Eight Girls Pull Best Yearbook Prank Ever URL123,Eightomega_tsGirlsomega_tsPullomega_tsBestomega_tsYearbookomega_tsPrankomega_tsEveromega_tsURL123omega_ts
FINN IS SLOWLY KILLING ME AH YAWAA,FINNomega_tsISomega_tsSLOWLYomega_tsKILLINGomega_tsMEomega_tsAHomega_tsYAWAAomega_ts
Family Feud Decades trophy list URL113,Familyomega_tsFeudomega_tsDecadesomega_tstrophyomega_tslistomega_tsURL113omega_ts
"Follow us on:: By Gregg Keizer, Computerworld A Windows developer, upset at the likely demise of Windows Live Wr... URL165","Followomega_tsusomega_tsonomega_ts::omega_tsByomega_tsGreggomega_tsKeizeromega_ts,omega_tsComputerworldomega_tsAomega_tsWindowsomega_tsdeveloperomega_ts,omega_tsupsetomega_tsatomega_tstheomega_tslikelyomega_tsdemiseomega_tsofomega_tsWindowsomega_tsLiveomega_tsWromega_ts...omega_tsURL165omega_ts"
Good posture can help avoid back problems - so sit up straight. You might also try restorative exercises. URL90,Goodomega_tspostureomega_tscanomega_tshelpomega_tsavoidomega_tsbackomega_tsproblemsomega_ts-omega_tssoomega_tssitomega_tsupomega_tsstraightomega_ts.omega_tsYouomega_tsmightomega_tsalsoomega_tstryomega_tsrestorativeomega_tsexercisesomega_ts.omega_tsURL90omega_ts
Goodmorning :),Goodmorningomega_ts:)omega_ts
Got work to do but u betta believe I'm tuning in to this game!,Gotomega_tsworkomega_tstoomega_tsdoomega_tsbutomega_tsuomega_tsbettaomega_tsbelieveomega_tsIomega_ts'momega_tstuningomega_tsinomega_tstoomega_tsthisomega_tsgameomega_ts!omega_ts
Guanabee | Zapata Beer Will Revolutionize The Way You Stop ... URL178,Guanabeeomega_ts|omega_tsZapataomega_tsBeeromega_tsWillomega_tsRevolutionizeomega_tsTheomega_tsWayomega_tsYouomega_tsStopomega_ts...omega_tsURL178omega_ts
HAPPY HAPPY BIRTHDAY @USER1890 from me & @USER2462 i love you baby brother  20 x,HAPPYomega_tsHAPPYomega_tsBIRTHDAYomega_ts@USER1890omega_tsomega_tsfromomega_tsmeomega_ts&omega_ts@USER2462omega_tsiomega_tsloveomega_tsyouomega_tsbabyomega_tsbrotheromega_tsomega_ts20omega_tsxomega_ts
Had 3 cans of Pepsi! I was thirst af,Hadomega_ts3omega_tscansomega_tsofomega_tsPepsiomega_ts!omega_tsIomega_tswasomega_tsthirstomega_tsafomega_ts
Had nightmare where I was trying to get to a final exam but somehow got trapped in a game show,Hadomega_tsnightmareomega_tswhereomega_tsIomega_tswasomega_tstryingomega_tstoomega_tsgetomega_tstoomega_tsaomega_tsfinalomega_tsexamomega_tsbutomega_tssomehowomega_tsgotomega_tstrappedomega_tsinomega_tsaomega_tsgameomega_tsshowomega_ts
"Haha the lady in the library just said "" i love your last name""  I always wonder why she always called me by it","Hahaomega_tstheomega_tsladyomega_tsinomega_tstheomega_tslibraryomega_tsjustomega_tssaidomega_ts""omega_tsiomega_tsloveomega_tsyouromega_tslastomega_tsnameomega_ts""omega_tsIomega_tsalwaysomega_tswonderomega_tswhyomega_tssheomega_tsalwaysomega_tscalledomega_tsmeomega_tsbyomega_tsitomega_ts"
Hapy b'day purple egg ^^ @USER495,Hapyomega_tsb'dayomega_tspurpleomega_tseggomega_ts^^omega_ts@USER495omega_ts
Having a good laugh on my m Cc: @USER558,Havingomega_tsaomega_tsgoodomega_tslaughomega_tsonomega_tsmyomega_tsmomega_tsCcomega_ts:omega_ts@USER558omega_ts
"Having consistently aged daily for many years, I am finding that my curmudgeonly traits are becoming more prevalent.","Havingomega_tsconsistentlyomega_tsagedomega_tsdailyomega_tsforomega_tsmanyomega_tsyearsomega_ts,omega_tsIomega_tsamomega_tsfindingomega_tsthatomega_tsmyomega_tscurmudgeonlyomega_tstraitsomega_tsareomega_tsbecomingomega_tsmoreomega_tsprevalentomega_ts.omega_ts"
Hey sexy love...how are u?,Heyomega_tssexyomega_tsloveomega_ts...omega_tshowomega_tsareomega_tsuomega_ts?omega_ts
"How I describe the perfect couple: Actor, Tall, Singer, Awkward, Streisand Worshiper, Canadian, New Yorker, Drummer, Person","Howomega_tsIomega_tsdescribeomega_tstheomega_tsperfectomega_tscoupleomega_ts:omega_tsActoromega_ts,omega_tsTallomega_ts,omega_tsSingeromega_ts,omega_tsAwkwardomega_ts,omega_tsStreisandomega_tsWorshiperomega_ts,omega_tsCanadianomega_ts,omega_tsNewomega_tsYorkeromega_ts,omega_tsDrummeromega_ts,omega_tsPersonomega_ts"
